Purchasing Document,Company Code,Purch. Doc. Category,Purchasing Doc. Type,Control indicator,Deletion indicator,Status,Created on,Created by,Last Changed,Item Number Interval,Last Item,Vendor,Language Key,Payment terms,Payment in,Payment in,Payment in,Disc.percent 1,Disc.percent 2,Purch. organization,Purchasing Group,Currency,Exchange Rate,Fixed Exchange Rate,Document Date,Validity Per. Start,Validity Period End,Application Close,Quotation Deadline,Binding Period,Warr. Date,Bid invitation,Quotation,Quotation Date,Your Reference,Salesperson,Telephone,Goods Supplier,Customer,Outline agreement,Field Not Used,Complete Delivery,GR Message,Supplying Plant,Receiving Supplier,Incoterms,Incoterms (Part 2),Targ.Val. (Hdr),Distribution Type,Collective Number,Doc. Condition No.,Procedure,Update Group (stats),Invoicing Party,Number of Foreign Trade Data,Our Reference,Logical System,Subitem Interval,Time-dep. conditions,Release group,Release Strategy,Release indicator,Release State,Subject to release,Cntry for Tax Return,Rel. documentation,Address Number,Country Sls Tax No.,VAT Registration No.,Reason for Canc.,Document number,Corr. misc. provis.,Incomplete,Purchasing doc. processing state,Total val. upon release,Version,SCMPROC,Reason Code,Category of Incompleteness,Retention,Retention in Percent,Down Payment,Down Payt Percentage,Down Payment Amount,Due Date for Down Payment,Process ID No.,Part of a Contract Hierarchy,Threshold Value for Exchange Rates,Legal Contract Number,Contract Name,Release Date of Contract,Shipping Type,Handover Location,Shipping Conditions,Incoterms Version,Incoterms Location 1,Incoterms Location 2,Currency,relevant for Intrastat,exclude from Intrastat,Quotation Start Date,Follow-On Document Category,Follow-On Document Type,Ext. Include,ID of External Reference System,External Reference ID,Timestamp for Revision of External Calls,Business Purpose Completed,Document is aged,GUID 32,Counter,Relocation ID,Relocation Step ID,Logical system,Transaction Number,Item Group,Last VAS Item Number,Ord. Sch. Fields Changed Manually,Reference UUID of Transportation Mgmt,Annexing Package key,Annexing Package Extend,Base Date,Annexing Date Type,Annexing start date,deviation percentage,Annexed indicator,Limit date,Char20,New base date,Accountant general method,Do not allow negative annexing,Purch. organization,Known Index Indicator,S1POSTAT Check,Interest indicator,Snapshot Status,Procedure number,Adjustment/contest,Contract Type,Legal competence,Miscellaneous,Despatch,Date,Job,Assessment,Date,Job,Contract,Document Category,Same Delivery Date,Same Plant,Firm Deal Indicator,Take Account of Purch. Group,Take Account of Plnt,Take Account of Contract,Take Account of Item Categ.,Take Account of Fixed-Date Purchases,Consider Budget,Take Account of Alloc. Table Relevance,Take Account of Dlvy Period,Take Account of Delivery Date,Include Vendor Subrange,OTB Check Level,OTB Condition Type,Budget Number,Required Budget,OTB Currency,Reserved Budget,Special Release Budget,OTB Reason Profile for Special Release,Budget Type,OTB Check Status,Reason OTB Status,Type of OTB Check,OTB-Relevant Contract,Indicator Level for Contracts,Distrib. Using Target Value or Item Data
4500000636,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 18:20,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001348,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"73,180.26",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000637,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 18:20,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001349,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"82,500.84",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000638,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 18:20,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001350,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"82,267.44",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000639,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001351,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"242,227.44",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000640,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001352,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"117,583.59",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000641,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001353,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"31,175.09",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000642,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001354,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"91,758.72",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000643,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001355,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"173,857.64",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000644,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001356,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"88,204.30",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000645,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001357,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"86,700.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000646,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:02,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001358,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"71,080.30",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000647,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:03,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001359,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"74,525.36",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000648,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:03,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001360,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"50,012.64",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000649,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:03,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001361,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"89,239.77",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000650,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:03,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001362,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"35,840.14",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000651,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001363,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"242,227.44",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000652,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001364,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"117,583.59",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000653,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001365,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"31,175.09",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000654,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001366,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"91,758.72",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000655,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001367,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"173,857.64",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000656,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001368,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"88,204.30",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000657,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001369,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"86,700.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000658,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001370,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"71,080.30",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000659,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001371,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"74,525.36",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000660,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001372,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"50,012.64",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000661,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:09,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001373,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"89,239.77",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000662,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 21:10,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001374,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"35,840.14",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000663,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001375,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"324,411.75",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000664,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001376,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"165,029.60",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000665,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001377,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"22,594.79",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000666,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001378,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"162,489.40",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000667,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001379,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"57,473.60",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000668,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:18,10,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001380,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"40,049.52",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000669,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001381,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"45,662.00",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000670,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001382,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"28,294.10",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000671,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001383,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"16,802.80",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000672,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001384,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"3,391.38",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000673,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001385,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"5,513.67",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000674,1710,F,NB,,,9,2/3/2020,BPINST,2/3/2020 22:19,10,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001386,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,"7,202.74",,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000675,1710,F,NB,,,9,2/17/2020,S4H_MM_DEM,2/17/2020 20:18,10,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,Z90,USD,"1,00000",,2/17/2020,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000001400,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,05,764.64,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
