Material,Created On,Created At Time,Created by,Last Change,Changed by,Compl. maint. status,Maintenance status,DF at client level,Material type,Industry Sector,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross weight,Net weight,Weight unit,Volume,Volume unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN Number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN category,Length,Width,Height,Unit of Dimension,Product hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM in Procur. Active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging Mat. Type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-Plant Material Status,X-distr.chain status,Valid from,Valid from,Tax classification,Catalog Profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr part profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.Batch Recd Req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Relevant for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Last Changed Time,Material,Chemical Compliance Relevance Indicator,Category of a Logistical Material,Material Number of Sales Material,Identification Tag Type,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Protected Species Management Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Dummy Field,Custom Field: High Risk ?,Custom Field: Risk Mitigation,Custom Field: Risk Reason,Product,Product ID,Maturation Time,Reqd Min. Shelf Life,Reqd Max. Shelf Life,Preferred Unit of Measure,Reference Product for Package Building,Product Shape,Product Orientation Profile,Overhang Threshold [%],Bridge Threshold [%],Maximum Slope for Bridges [ ],Absolute Height Threshold,UoM of Absolute Height Threshold,Product for Kit-to-Order,Procure to Order,Push Deployment from Supplier,Inventory Balancing Not Allowed,DRP: Global Stock on Entry Location,Excl. from Express Shipm.,Material Is Activated for CW,Valuation UoM,CW Tolerance Group,Fixed Tare,Ref.Unit of Measure TARE Calculation,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Cable Diameter,Unit for Dimensions,Cable Diameter Allowance in Percent,Bending Factor,Inner Width,Outer Diameter,Core Diameter,Load Capacity,R-O Flange Thick.,R-O Flange Height,Coil Delivery,Run-Out Flange,No. Vertical Layers,Smallest Permitted Clearance,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Duration of Work,Unit,Service Profile,Response Prof.,Billing Cycle,Billing Cycle Determination Rule ID,Assignment Schema,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Stock Number,Interchangeability Code for Ammunition,RIC ID,Overlength Part Number,Spare Part Class Code,Variable ObjectID,MS Book Part Number,SU Batch Default Value,Goods Rcpt to Posted Single-Unit Bch,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number,Int. Char. Number,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Material description,Material description
17,5/4/2022,12:30:09 PM,BASIS001,5/4/2022,BASIS001,KA,KA,,FERT,C,,PART1011,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:09 AM,17,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EECB2F4BDF32BA59E2F,96wM3eM87koozBtpAwMUBm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"BELT, COGGED, POLYCHAIN","BELT, COGGED, POLYCHAIN"
18,5/4/2022,12:30:09 PM,BASIS001,5/4/2022,BASIS001,KA,KA,,FERT,M,01,PART1012,PC,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:09 AM,18,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EECB2F4BDF31EC39E2F,96wM3eM87koozBtp7iEUBm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"BLADDER, ACCUMULATOR","BLADDER, ACCUMULATOR"
19,5/4/2022,12:30:09 PM,BASIS001,5/4/2022,BASIS001,K,K,,CBAU,C,,PART1013,%O,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:30:09 PM,19,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EECB2F4BDF31DEC5E2D,96wM3eM87koozBtp7UnUBG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"BLADE, EXCHANGER FAN","BLADE, EXCHANGER FAN"
20,5/4/2022,12:30:09 PM,BASIS001,5/4/2022,BASIS001,KAL,KAL,,FERT,M,02,PART1014,EA,,,,,,,,0,,,,,,,,0,0,KG,0.000,,01,,,,,,01,,,0,,,,M7,E2,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:09 AM,20,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EECB2F4BDF4EEB71E2F,96wM3eM87koozBtqxhSUBm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,BUSHING,BUSHING
21,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KLVD,KLVD,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Stahl / Steel,,001,,280,250,KG,0.768,M3,,10,,,0001,,01,,,0,,,,,,,205000000016,UC,80,80,120,CM,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,21,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08893A8,2dn5VqLG7jcEjTeOi8YJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 100,PUMP PRECISION 100
22,2/26/2019,12:00:00 AM,SAP_WFRT,,,KV,KV,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,,,,,280,250,KG,0,M3,,,,,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:00:00 AM,22,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B088D3A8,2dn5VqLG7jcEjTeOi8ZJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 107,PUMP PRECISION 107
23,2/26/2019,12:00:00 AM,SAP_WFRT,5/4/2022,BASIS001,KL,KL,,FERT,M,02,PART1017,"""3",,,,,,,,0,,,,,,,,0,0,KG,0.000,,01,,,,,,,,,0,,,,M7,E2,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,01,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,1,,,,0,D,,,VERP,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:12 AM,23,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B088F3A8,2dn5VqLG7jcEjTeOi8Zpg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"CHECK VALVE, FUEL GAS","CHECK VALVE, FUEL GAS"
24,2/26/2019,12:00:00 AM,SAP_WFRT,,,KLV,KLV,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Stahl / Steel,,,,290,260,KG,0,M3,,01,,,0001,,01,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:00:00 AM,24,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08913A8,2dn5VqLG7jcEjTeOi8aJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump cast steel IDESNORM 170-230,PUMP CAST STEEL IDESNORM 170-230
25,2/26/2019,12:00:00 AM,SAP_WFRT,,,KV,KV,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Stahl / Steel,,,,280,250,KG,0,M3,,,,,0001,,01,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:00:00 AM,25,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08933A8,2dn5VqLG7jcEjTeOi8apg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,High speed turbo pump,HIGH SPEED TURBO PUMP
26,2/26/2019,12:00:00 AM,SAP_WFRT,5/4/2022,BASIS001,KVDQ,KVDQ,,FERT,M,02,PART1020,"""3",,,,,,,,0,,,,,,,,0,0,KG,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,01,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,1,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:12 AM,26,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08953A8,2dn5VqLG7jcEjTeOi8bJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"FILTER, AIR","FILTER, AIR"
27,2/26/2019,12:00:00 AM,SAP_WFRT,5/4/2022,BASIS001,KVAL,KVAL,,FERT,M,02,PART1021,EA,,,,,,,,0,,,,,,,,0,0,KG,0.000,,01,,,,0001,,01,,,0,,,,M7,E2,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:12 AM,27,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08973A8,2dn5VqLG7jcEjTeOi8bpg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"FILTER, 23-1/2"" X 31-1/2"" X 2""","FILTER, 23-1/2"" X 31-1/2"" X 2"""
28,2/26/2019,12:00:00 AM,SAP_WFRT,5/4/2022,BASIS001,KVL,KVL,,FERT,M,02,PART1022,"""3",,,,,,,,0,,,,,,,,0,0,KG,0.000,,01,,,,0001,,,,,0,,,,M7,E2,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,01,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,1,,,,0,D,,,VERP,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:30:14 AM,28,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08993A8,2dn5VqLG7jcEjTeOi8cJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"FILTER, AIR, ACTIVATED CARBON","FILTER, AIR, ACTIVATED CARBON"
29,2/26/2019,12:00:00 AM,SAP_WFRT,,,KV,KV,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,10 X 10 X 12,Stahl / Steel,,,,1,0,KG,0,M3,,,,,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:00:00 AM,29,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B089B3A8,2dn5VqLG7jcEjTeOi8cpg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PX15,PUMP PX15
30,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KDE,KDE,,HIBE,M,02,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Aluminium,,,,280,0,KG,0,M3,,,,,,,01,,,0,,,,,,,20500000000146,IC,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,30,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B089D3A8,2dn5VqLG7jcEjTeOi8dJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump GG  Etanorm 200-1000,PUMP GG  ETANORM 200-1000
31,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KD,KD,,HIBE,M,02,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Aluminium,,,,280,0,KG,0,M3,,,,,,,01,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,31,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B089F3A8,2dn5VqLG7jcEjTeOi8dpg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump GG  Etanorm 200-1000,PUMP GG  ETANORM 200-1000
32,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KVD,KVD,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Stahl / Steel,,,,270,250,KG,0,M3,,,,,0001,,01,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,32,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08A13A8,2dn5VqLG7jcEjTeOi8eJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 101,PUMP PRECISION 101
33,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KVD,KVD,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,,,,,280,250,KG,0,M3,,,,,0001,,01,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,33,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08A33A8,2dn5VqLG7jcEjTeOi8epg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 102,PUMP PRECISION 102
34,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KVD,KVD,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,,,,,280,250,KG,0,M3,,,,,0001,,01,,,0,,,,,,,,,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,34,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08A53A8,2dn5VqLG7jcEjTeOi8fJg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 103,PUMP PRECISION 103
35,2/26/2019,12:00:00 AM,SAP_WFRT,3/3/2020,SAP_WFRT,KVDC,KVDC,,FERT,M,01,MDCCALMASS,PC,,,,,,,,0,,,80 X 80 X 120,Stahl / Steel,,,,280,250,KG,0,M3,,,,,0001,,01,,,0,,,,,,,2050000000249,IE,0.000,0.000,0.000,,000010000100000001,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,MDCCAL,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:49:53 AM,35,Not Decided,,,,,,,,,0,,,,,,,,,,,,0A7C457F45501ED98EB5DA18B08A73A8,2dn5VqLG7jcEjTeOi8fpg0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Pump PRECISION 104,PUMP PRECISION 104
