Purchasing Document,Item,Seq. No. of Account Assgt,Trans./event type,Material Doc. Year,Material Document,Material Doc.Item,PO History Category,Movement type,Posting Date,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Currency,GR/IR clearing value in local currency,GR Blck.Stock in OUn,GR blocked stck.OPUn,Debit/Credit ind,Valuation Type,Delivery Completed,Reference,Fisc. Year Ref. Doc.,Reference Document,Reference Doc. Item,Reason for Movement,Entry Date,Time of Entry,Invoice Value,Compliance with Shipping Instr.,Invoice Value in FC,Material,Plant,RevGR despite IR,Sequential Number,Doc. Condition No.,Tax Code,Del. Note Quantity,Delivery Note Unit,Material,GR/IR clearing value in FC,Local currency,Quantity,Batch,Document Date,Calcn of value open,Unplanned Acct Assgmt: Inv. Verification,Created by,Service,Package Number,Service line,Seq. No. of PO Acc. Assignment,SRV Returns Indicator,GR/IR clearing value in FC,FC invoice amount,SAP Release,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Val. GR Blocked Stock in OUn,Valuated GR Blocked Stock in OPUn,Origin Acceptance,GR/IR clearing value in local currency,Exch. Rate Diff. Amt,Retention in Document Currency,Retention in Company Code Currency,Posted Retention in Document Currency,Posted Security Retention in CC Crcy,Multiple Account Assignment,Exchange Rate,Origin of an Invoice Item,Delivery,Item,Stock Segment,Data Filter Value for Data Aging,SES Unit of Measure,Logical System,SLQUpd.,Quantity in Parallel Unit of Measure,GR Blocked Stock in Base/Parallel UoM,Parallel Unit of Measure Type,GR Blkd Stk in Basis or Parallel UoM,Die complete flag,Season Year,Season,Collection,Theme,Quantity,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3
4500001584,1,0,1,2020,5000001213,1,E,101,6/20/2020,625.000,625.000,"25,537.50","25,537.50",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:36 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,625.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001585,1,0,1,2020,5000001214,1,E,101,6/20/2020,423.000,423.000,"28,793.61","28,793.61",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:38 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,423.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001586,1,0,1,2020,5000001215,1,E,101,6/20/2020,302.000,302.000,"26,207.56","26,207.56",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/20/2020,5:01:41 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,302.000,,6/20/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001587,1,0,1,2020,5000001216,1,E,101,6/21/2020,26.000,26.000,"44,984.94","44,984.94",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:00:53 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,26.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001588,1,0,1,2020,5000001217,1,E,101,6/21/2020,63.000,63.000,"44,186.31","44,186.31",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:01 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,63.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001589,1,0,1,2020,5000001218,1,E,101,6/21/2020,126.000,126.000,"18,379.62","18,379.62",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:05 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,126.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001590,1,0,1,2020,5000001219,1,E,101,6/21/2020,80.000,80.000,"53,526.40","53,526.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:09 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,80.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001591,1,0,1,2020,5000001220,1,E,101,6/21/2020,211.000,211.000,"43,959.74","43,959.74",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:14 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,211.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001592,1,0,1,2020,5000001221,1,E,101,6/21/2020,95.000,95.000,"10,869.90","10,869.90",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:18 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,95.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001593,1,0,1,2020,5000001222,1,E,101,6/21/2020,433.000,433.000,"145,158.92","145,158.92",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:21 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,433.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001594,1,0,1,2020,5000001223,1,E,101,6/21/2020,79.000,79.000,"14,992.62","14,992.62",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:25 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,79.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001595,1,0,1,2020,5000001224,1,E,101,6/21/2020,267.000,267.000,"27,447.60","27,447.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:29 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,267.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001596,1,0,1,2020,5000001225,1,E,101,6/21/2020,"1,229.000","1,229.000","50,216.94","50,216.94",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:32 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,229.000",,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001597,1,0,1,2020,5000001226,1,E,101,6/21/2020,803.000,803.000,"54,660.21","54,660.21",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:35 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,803.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001598,1,0,1,2020,5000001227,1,E,101,6/21/2020,189.000,189.000,"16,401.42","16,401.42",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/21/2020,5:01:38 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,189.000,,6/21/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001599,1,0,1,2020,5000001228,1,E,101,6/22/2020,43.000,43.000,"74,398.17","74,398.17",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:00:53 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,43.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001600,1,0,1,2020,5000001229,1,E,101,6/22/2020,66.000,66.000,"46,290.42","46,290.42",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:04 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,66.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001601,1,0,1,2020,5000001230,1,E,101,6/22/2020,79.000,79.000,"11,523.73","11,523.73",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:08 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,79.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001602,1,0,1,2020,5000001231,1,E,101,6/22/2020,55.000,55.000,"36,799.40","36,799.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:12 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,55.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001603,1,0,1,2020,5000001232,1,E,101,6/22/2020,209.000,209.000,"43,543.06","43,543.06",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:17 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,209.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001604,1,0,1,2020,5000001233,1,E,101,6/22/2020,156.000,156.000,"17,849.52","17,849.52",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:21 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,156.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001605,1,0,1,2020,5000001234,1,E,101,6/22/2020,321.000,321.000,"107,612.04","107,612.04",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:24 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,321.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001606,1,0,1,2020,5000001235,1,E,101,6/22/2020,184.000,184.000,"34,919.52","34,919.52",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:29 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,184.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001607,1,0,1,2020,5000001236,1,E,101,6/22/2020,248.000,248.000,"25,494.40","25,494.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:32 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,248.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001608,1,0,1,2020,5000001237,1,E,101,6/22/2020,836.000,836.000,"34,158.96","34,158.96",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:35 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,836.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001609,1,0,1,2020,5000001238,1,E,101,6/22/2020,244.000,244.000,"16,609.08","16,609.08",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:38 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,244.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001610,1,0,1,2020,5000001239,1,E,101,6/22/2020,236.000,236.000,"20,480.08","20,480.08",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/22/2020,5:01:41 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,236.000,,6/22/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001611,1,0,1,2020,5000001240,1,E,101,6/23/2020,80.000,80.000,"138,415.20","138,415.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:00:55 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,80.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001612,1,0,1,2020,5000001241,1,E,101,6/23/2020,68.000,68.000,"47,693.16","47,693.16",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:06 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,68.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001613,1,0,1,2020,5000001242,1,E,101,6/23/2020,158.000,158.000,"23,047.46","23,047.46",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:09 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,158.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001614,1,0,1,2020,5000001243,1,E,101,6/23/2020,43.000,43.000,"28,770.44","28,770.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:13 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,43.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001615,1,0,1,2020,5000001244,1,E,101,6/23/2020,229.000,229.000,"47,709.86","47,709.86",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:18 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,229.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001616,1,0,1,2020,5000001245,1,E,101,6/23/2020,208.000,208.000,"23,799.36","23,799.36",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:22 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,208.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001617,1,0,1,2020,5000001246,1,E,101,6/23/2020,231.000,231.000,"77,440.44","77,440.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:26 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,231.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001618,1,0,1,2020,5000001247,1,E,101,6/23/2020,146.000,146.000,"27,707.88","27,707.88",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:30 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,146.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001619,1,0,1,2020,5000001248,1,E,101,6/23/2020,261.000,261.000,"26,830.80","26,830.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:34 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,261.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001620,1,0,1,2020,5000001249,1,E,101,6/23/2020,"1,254.000","1,254.000","51,238.44","51,238.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:37 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,254.000",,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001621,1,0,1,2020,5000001250,1,E,101,6/23/2020,289.000,289.000,"19,672.23","19,672.23",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:40 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,289.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001622,1,0,1,2020,5000001251,1,E,101,6/23/2020,260.000,260.000,"22,562.80","22,562.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/23/2020,5:01:42 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,260.000,,6/23/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001623,1,0,1,2020,5000001252,1,E,101,6/24/2020,76.000,76.000,"131,494.44","131,494.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:00:56 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,76.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001624,1,0,1,2020,5000001253,1,E,101,6/24/2020,74.000,74.000,"51,901.38","51,901.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:09 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,74.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001625,1,0,1,2020,5000001254,1,E,101,6/24/2020,27.000,27.000,"3,938.49","3,938.49",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:13 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,27.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001626,1,0,1,2020,5000001255,1,E,101,6/24/2020,55.000,55.000,"36,799.40","36,799.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:17 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,55.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001627,1,0,1,2020,5000001256,1,E,101,6/24/2020,334.000,334.000,"69,585.56","69,585.56",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:21 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,334.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001628,1,0,1,2020,5000001257,1,E,101,6/24/2020,115.000,115.000,"13,158.30","13,158.30",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:25 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,115.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001629,1,0,1,2020,5000001258,1,E,101,6/24/2020,211.000,211.000,"70,735.64","70,735.64",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:29 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,211.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001630,1,0,1,2020,5000001259,1,E,101,6/24/2020,171.000,171.000,"32,452.38","32,452.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:33 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,171.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001631,1,0,1,2020,5000001260,1,E,101,6/24/2020,166.000,166.000,"17,064.80","17,064.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:37 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,166.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001632,1,0,1,2020,5000001261,1,E,101,6/24/2020,"1,285.000","1,285.000","52,505.10","52,505.10",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:40 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,285.000",,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001633,1,0,1,2020,5000001262,1,E,101,6/24/2020,726.000,726.000,"49,418.82","49,418.82",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:43 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,726.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
